epoch,train_loss,train_accuracy,test_loss,test_accuracy
0,0.6405561630850407,0.745283996880944,0.3845972190884983,0.846376054427203
1,0.4439938553233645,0.8145729685897258,0.3513913277317496,0.8665966426624971
2,0.38084317454651223,0.843231758074974,0.3479799847392475,0.8702731132507324
3,0.3239739397123678,0.8614220565824366,0.3080737748566796,0.8721113485448501
4,0.34088650457005004,0.8567578774779591,0.29183819495579777,0.8784138665479773
5,0.311215612425733,0.8642723880597015,0.27024561648859696,0.8965336154488956
6,0.2934724024649876,0.878472222321069,0.299879710902186,0.8915441176470589
7,0.27465286528441446,0.8840692372464422,0.30359865681213494,0.8823529411764706
8,0.2792741307126942,0.8842765341943769,0.31124811488039356,0.8855042036841897
9,0.27879237205679736,0.882929104477612,0.27344078965046825,0.894695380154778
10,0.2593872105674957,0.8887334163509198,0.28333377575173097,0.8904937014860266
11,0.2476583183256548,0.9006529850746269,0.2779914570205352,0.8818277330959544
12,0.24653429893860176,0.9003938641121139,0.3095996940837187,0.8660714310758254
13,0.22939017003596718,0.8989946103807706,0.26781846582889557,0.8794642897213206
14,0.23166749448473775,0.905731758074974,0.252033255117781,0.90625
15,0.23255919998706276,0.901533996880944,0.2524311437326319,0.9070378191330853
16,0.20123446065543302,0.917910447761194,0.2438819285701303,0.9070378191330853
17,0.21122234403642257,0.9131944446421382,0.21624939801061854,0.9138655487228843
18,0.21952189805347527,0.9118470149253731,0.22487382985213222,0.9112394978018368
19,0.19800405226536652,0.9199834163509198,0.21964140017242992,0.9136029411764706
